id,price
0,9.699814846914276
1,7.325304454334688
2,8.476563207001277
3,8.338518339765173
4,7.4739934646400945
5,6.332092589222163
6,8.937967146985153
7,7.840003053388527
8,8.45463071227278
9,7.525104496874204
10,8.234611701285727
11,6.107184182650258
12,7.593440867584971
13,8.754635182987185
14,8.689942689885092
15,8.086920433939639
16,9.200884469792342
17,8.24967065756983
18,7.557978239649847
19,6.068129305101662
20,6.915728949421893
21,9.46728040109798
22,6.034878817982942
23,8.315020555030904
24,6.772253589842838
25,8.890308564120133
26,8.540081124200288
27,6.804907580557399
28,9.13527141076913
29,8.625527106307695
30,7.186027837145097
31,7.0311648587039945
32,7.461097962452309
33,8.150586118072413
34,6.510399165702202
35,7.6863617979362635
36,6.534242125642886
37,7.038013104001936
38,7.007690494304061
39,7.485514182901941
40,7.748197396822416
41,6.779213507842576
42,6.644321345591908
43,7.603340442075334
44,6.53731072533311
45,7.725457792128346
46,9.063944154832356
47,8.347966742816075
48,7.686648558236134
49,8.36450422966249
50,7.766890149202028
51,7.5100435176678335
52,8.455361968809848
53,7.69416572701799
54,8.923988058937283
55,7.108235222344413
56,9.536653774869672
57,9.515956398756526
58,9.814613513869576
59,8.814911099950468
60,6.32466460117463
61,8.010132473675784
62,6.160182177514135
63,6.088126027990301
64,6.539752122136936
65,6.184394326248144
66,8.639769430047656
67,6.326911163688325
68,8.122006694865105
69,6.78323983902674
70,6.6502288163943595
71,6.672726283085423
72,7.637196272929298
73,6.395341295901005
74,7.478691438138306
75,6.382894194609924
76,8.057924515539634
77,7.66007838206767
78,6.948909894023866
79,6.625346939282932
80,8.285310829516463
81,7.091507031986125
82,6.682609974652801
83,8.753617568652311
84,6.840006498838516
85,6.578091925108176
86,6.757139978855341
87,8.789687062889737
88,8.598262490306476
89,9.046112012044883
90,8.748266255767863
91,6.532053582077261
92,8.947333017260405
93,8.240560001051989
94,9.693886306759378
95,8.391890466828963
96,6.7442654551856425
97,6.602837283542775
98,6.685629149389736
99,7.8607795962537175
100,9.114455058158676
101,6.7594905565951215
102,6.693633499631363
103,7.8424721749523565
104,7.946833463795268
105,9.268915611641374
106,6.601366669948548
107,8.485592858250241
108,8.452054474660558
109,6.455621298214068
110,9.584348825694562
111,8.877001370049832
112,7.630409577863022
113,8.308454131234893
114,8.412253586379975
115,6.678173210877976
116,9.688421422956482
117,8.235424900207065
118,8.619847819253998
119,8.163723299303077
120,8.106523450474043
121,6.613878242123356
122,6.505944492964517
123,7.767514952181977
124,8.036116430364338
125,8.670044105756702
126,7.230089296199993
127,7.973586321091481
128,9.295570756776286
129,6.4156974267658
130,8.3980610682081
131,6.100490872227092
132,6.792719485705779
133,6.822417205455434
134,6.323527790346538
135,6.223860899508488
136,8.53565043891968
137,6.594653836508267
138,8.803948526418504
139,8.667897404079584
140,8.046106009519336
141,8.521597766672532
142,6.537545544402758
143,9.216903544341632
144,8.995600803373835
145,6.474192704583309
146,9.011513723076526
147,9.770599617914428
148,9.597630735429808
149,7.9347011045877816
150,7.255460714156374
151,6.436286905801666
152,9.185302475464388
153,6.8598038293559735
154,9.599463106739924
155,7.1562701474295976
156,6.953042389999425
157,6.409229766993501
158,6.420250810246466
159,8.330502829004077
160,6.665120431590323
161,7.777523090789247
162,8.504962405852531
163,8.085624786708363
164,7.706059637076331
165,6.218978300722831
166,8.581719845302418
167,7.178104694355503
168,6.932862218370732
169,6.603436070949193
170,9.77865701408288
171,8.434316793921225
172,6.133870382038893
173,8.236517776691262
174,7.221236725039565
175,6.776012191375955
176,7.871527289056907
177,7.619576621796841
178,6.188016547726968
179,8.708690949974724
180,7.547844011402808
181,7.474523712769191
182,7.386868824223312
183,6.895456307701166
184,8.266791322178833
185,7.84546099257391
186,6.907533528770416
187,8.202731103811974
188,9.85677639122656
189,7.447805439476662
190,6.717696001151238
191,7.0623129423066695
192,9.366990487268595
193,9.945006239471434
194,8.042705212205348
195,6.860042460697188
196,6.727132864677832
197,8.13001214538481
198,9.577540795455548
199,7.823104542650744
